Date,dominant_regime,dominant_regime_probability,transition_entropy,instability_score
2026-01-13,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-14,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-15,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-16,normal,0.75,0.6235676513174672,0.1558919128293668
2026-01-20,normal,0.75,0.6235676513174672,0.1558919128293668
2026-01-21,normal,0.75,0.6235676513174672,0.1558919128293668
2026-01-22,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-23,normal,0.7833333333333333,0.5814142775916215,0.12597309347818464
2026-01-26,normal,0.8,0.55776962014942,0.11155392402988397
2026-01-27,normal,0.8,0.55776962014942,0.11155392402988397
2026-01-28,normal,0.8,0.55776962014942,0.11155392402988397
2026-01-29,normal,0.8,0.55776962014942,0.11155392402988397
2026-01-30,normal,0.8,0.55776962014942,0.11155392402988397
2026-02-02,normal,0.8,0.55776962014942,0.11155392402988397
2026-02-03,normal,0.8,0.55776962014942,0.11155392402988397
2026-02-04,normal,0.8,0.55776962014942,0.11155392402988397
2026-02-05,normal,0.8,0.55776962014942,0.11155392402988397
2026-02-06,normal,0.8166666666666667,0.532260469932748,0.09758108615433714
2026-02-09,normal,0.8333333333333334,0.504741704431546,0.08412361740525764
2026-02-10,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-11,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-12,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-13,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-17,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-18,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-19,normal,0.85,0.4750339021824457,0.07125508532736687
2026-02-20,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-02-23,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-02-24,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-02-25,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-02-26,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-02-27,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-03-02,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-03-03,normal,0.8666666666666667,0.39267446722755217,0.05235659563034028
2026-03-04,normal,0.85,0.4750339021824457,0.07125508532736687
2026-03-05,normal,0.85,0.4750339021824457,0.07125508532736687
2026-03-06,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-03-09,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-03-10,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-03-11,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-03-12,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-03-13,normal,0.85,0.5021650176646391,0.07532475264969588
2026-03-16,normal,0.85,0.5021650176646391,0.07532475264969588
2026-03-17,normal,0.8666666666666667,0.4676524865100599,0.062353664868007974
2026-03-18,normal,0.8666666666666667,0.4676524865100599,0.062353664868007974
2026-03-19,normal,0.8666666666666667,0.4808828989819498,0.06411771986425996
2026-03-20,normal,0.8833333333333333,0.4399031334096616,0.0513220322311272
2026-03-23,normal,0.8833333333333333,0.4399031334096616,0.0513220322311272
2026-03-24,normal,0.9,0.3887343902209295,0.03887343902209294
2026-03-25,normal,0.9,0.3701390942780787,0.037013909427807856
2026-03-26,normal,0.9,0.3701390942780787,0.037013909427807856
2026-03-27,normal,0.8833333333333333,0.4080774249949209,0.047609032916074115
2026-03-30,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-03-31,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-04-01,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-04-02,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-04-06,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-04-07,normal,0.8666666666666667,0.4429104887284104,0.059054731830454704
2026-04-08,normal,0.85,0.4750339021824457,0.07125508532736687
2026-04-09,normal,0.85,0.4750339021824457,0.07125508532736687
2026-04-10,normal,0.85,0.4750339021824457,0.07125508532736687
2026-04-13,normal,0.8333333333333334,0.533961612789336,0.08899360213155598
2026-04-14,normal,0.8166666666666667,0.5838351654410386,0.10703644699752377
2026-04-15,normal,0.8166666666666667,0.5838351654410386,0.10703644699752377
2026-04-16,normal,0.8,0.6277052571971504,0.12554105143943006
2026-04-17,normal,0.7833333333333333,0.6670169092890683,0.14452033034596481
2026-04-20,normal,0.7666666666666667,0.7026180057670108,0.16394420134563584
2026-04-21,normal,0.7666666666666667,0.7026180057670108,0.16394420134563584
2026-04-22,normal,0.7666666666666667,0.7026180057670108,0.16394420134563584
2026-04-23,normal,0.75,0.7350659719472628,0.1837664929868157
2026-04-24,normal,0.75,0.7350659719472628,0.1837664929868157
2026-04-27,normal,0.7333333333333333,0.7647544195674196,0.2039345118846453
2026-04-28,normal,0.7166666666666667,0.7919752538173033,0.22439298858156925
2026-04-29,normal,0.7,0.8169527750340906,0.24508583251022723
2026-04-30,normal,0.7,0.8169527750340906,0.24508583251022723
2026-05-01,normal,0.6833333333333333,0.8398639777371444,0.26595692628342904
2026-05-04,normal,0.6833333333333333,0.8398639777371444,0.26595692628342904
2026-05-05,normal,0.6833333333333333,0.8398639777371444,0.26595692628342904
2026-05-06,normal,0.6666666666666666,0.8608513906312316,0.2869504635437439
2026-05-07,normal,0.6666666666666666,0.8608513906312316,0.2869504635437439
2026-05-08,normal,0.65,0.8800315925638529,0.30801105739734846
2026-05-11,normal,0.65,0.8800315925638529,0.30801105739734846
2026-05-12,normal,0.65,0.8800315925638529,0.30801105739734846
2026-05-13,normal,0.6333333333333333,0.8975010785945179,0.3290837288179899
2026-05-14,normal,0.6166666666666667,0.9133404269252983,0.3501138303213643
2026-05-15,normal,0.6,0.9276173343271816,0.37104693373087266
